,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
64,1374466,https://www.airbnb.com/rooms/1374466,20240918135519,2024-09-18,city scrape,"Real Boston, off the beaten track","Bright, sunny, simple room in quirky 3 bedroom, first floor apartment in a 125 year-old house 3 miles from downtown and 1.5 miles from all hospitals and colleges in Longwood Medical Area or Fenway. Or BMC. Convenient for people who are new to town and need accommodation while looking for something more long-term. Transit oriented location.  Not a good fit if  you need a car. Please do not book until you have sent me a message introducing yourself.","Architecturally interesting historic and economically, ethnically and racially diverse neighborhood.  Both urban and suburban vibe depending on the season and who is out and about.  Grocery stores are nearby; restaurants and bars further afield.",https://a0.muscache.com/pictures/35286514/06f7e0ef_original.jpg,255183,https://www.airbnb.com/users/show/255183,Michelle,2010-10-06,"Boston, MA","A native Bostonian, I can fill you in on the city's history and what's happening now - or not - depending on what you need and want while you're here.  Come visit!",within a few hours,1.0,0.72,t,https://a0.muscache.com/im/users/255183/profile_pic/1343246470/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/255183/profile_pic/1343246470/original.jpg?aki_policy=profile_x_medium,Roxbury,5,6,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32546,-71.08894,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Hair dryer"", ""Oven"", ""Free washer \u2013 In building"", ""Microwave"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Portable fans"", ""Hot water kettle"", ""Dining table"", ""Rice maker"", ""Books and reading material"", ""Private entrance"", ""Host greets you"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Gas stove"", ""Shared patio or balcony"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Long term stays allowed""]",72.0,29,180,29.0,29.0,180.0,180.0,29.0,180.0,,t,1,1,3,174,2024-09-18,48,4,0,2013-12-23,2024-05-03,4.85,4.83,4.6,4.96,4.92,4.29,4.65,STR-415714,f,5,1,4,0,0.37
65,1403408,https://www.airbnb.com/rooms/1403408,20240918135519,2024-09-18,city scrape,Big Boston room,"Very large room in quirky old apartment in 120-year-old house, three very walkable miles from downtown and 1.5 walkable miles from Boston Medical Center, Harvard Medical School, Harvard School of Public Health and other Longwood hospitals and research centers and Fenway colleges.  Transit oriented location. Not a good fit if you need a car. Please don't book without first sending a note of introduction.  Thanks.","Architecturally interesting; historic, and economically, ethnically, and racially diverse usually quiet residential neighborhood.  Both urban and suburban vibe depending on who is out and about and the time of year.",https://a0.muscache.com/pictures/bde19083-5885-4b33-8e9e-f4cff4755af8.jpg,255183,https://www.airbnb.com/users/show/255183,Michelle,2010-10-06,"Boston, MA","A native Bostonian, I can fill you in on the city's history and what's happening now - or not - depending on what you need and want while you're here.  Come visit!",within a few hours,1.0,0.72,t,https://a0.muscache.com/im/users/255183/profile_pic/1343246470/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/255183/profile_pic/1343246470/original.jpg?aki_policy=profile_x_medium,Roxbury,5,6,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32546,-71.08894,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Hair dryer"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Paid washer \u2013 In building"", ""Private entrance"", ""Shared backyard \u2013 Not fully fenced"", ""Host greets you"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dedicated workspace"", ""Gas stove"", ""Shared patio or balcony"", ""Hot water"", ""Smoke alarm"", ""Board games"", ""Wifi"", ""Heating"", ""Baking sheet"", ""Extra pillows and blankets"", ""Long term stays allowed""]",75.0,29,120,29.0,89.0,120.0,120.0,41.1,120.0,,t,0,0,1,168,2024-09-18,29,4,1,2013-08-07,2024-08-31,4.93,4.72,4.48,4.93,4.83,4.31,4.72,STR-415714,f,5,1,4,0,0.21
120,3539510,https://www.airbnb.com/rooms/3539510,20240918135519,2024-09-18,city scrape,230B2 Â· The Roseclair w/Central AC and IN-unit Lau,"NEW for May 2022!  Full-size Washer AND Dryer inside the unit!  Incredible convenience and comfort. <br /> <br />The Roseclair is a luxury apartment centrally located in Boston near the historic South End. The Roseclair combines characteristic turn-of-the-century Boston area architecture with modern-day amenities and comfort. <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookings for less than 30 nights will be accepted. Please contact us for other","Once its own city, Dorchester is now Bostonâ€™s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the presidentâ€™s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo.",https://a0.muscache.com/pictures/prohost-api/Hosting-3539510/original/64ecec29-25a6-40e9-bce6-71de80f102b8.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Dorchester,,42.32213,-71.06094,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Cooking basics"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Private entrance"", ""Dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Keypad"", ""Self check-in""]",145.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,259,2024-09-18,31,0,0,2014-10-17,2019-06-13,4.39,4.87,4.67,4.42,4.61,4.32,4.61,,f,29,14,15,0,0.26
157,4560053,https://www.airbnb.com/rooms/4560053,20240918135519,2024-09-18,city scrape,Fort Hill Inn Historic Beauty! Minutes to Center!,"**Excellent Sunny** Fully equipped Private Duplex Apartment!  Less than 1 mile to Museums, Northeastern U and Hospitals. 2 miles to Copley sq center of the attractions. 1-2 miles to Fenway Park. Perfect Boston Home Base! Accommodates up to 8!","Eclectic, Architecturally interesting, historic, diverse, and quiet neighborhood. Racially, ethnically, and economically diverse.",https://a0.muscache.com/pictures/627dbe47-20f7-4d0f-9055-d9937fd04f22.jpg,8229,https://www.airbnb.com/users/show/8229,Terry,2009-02-19,"Boston, MA","Relaxed,  Easy going, Accommodating. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8229/profile_pic/1259099341/original.jpg?aki_policy=profile_x_medium,Roxbury,11,14,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32397,-71.09085,Entire rental unit,Entire home/apt,8,1.5,1.5 baths,3.0,4.0,"[""Cooking basics"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""First aid kit"", ""Fire extinguisher"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Keypad"", ""Self check-in"", ""Backyard"", ""Long term stays allowed""]",315.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,,t,11,31,57,72,2024-09-18,111,7,0,2014-12-29,2024-08-10,4.73,4.86,4.82,4.88,4.82,4.33,4.75,STR-446652,t,10,10,0,0,0.94
177,5047340,https://www.airbnb.com/rooms/5047340,20240918135519,2024-09-18,city scrape,Spacious Family-Friendly Townhome Near Harvard,"Stay in this lovely home with plenty of space for working from home!  We provide 4 large bedrooms and 2.5 shiny bathrooms.  You have access to the entire home with a large kitchen and living room plus basement with Washer/Dryer.<br /><br />Enjoy two FREE private parking spots. We offer stainless steel appliances, gas stove, efficient air conditioning / heating units, Wifi + TV & backyard patio / deck.. Walking distance to Harvard Business School, Trader Joe's, and Allston Restaurants. We are Pet Friendly!","We live just 3 miles from downtown Boston in an area called Allston, the choice neighborhood of Boston with many shops, walking distance to excellent restaurants and close proximity to the Charles River, Harvard University, MIT, Boston University. Our home is walking distance to large concert venues such as the Paradise Rock Club, Boston Calling, the Harvard Stadium, and Brighton Music Hall. We are also located on the MBTA T-Stop Boston Landing, which takes you to Fenway Park, Back Bay and South Station.<br /><br />An advantage we offer you is the combination of a quiet scenic residence with frequent and speedy mass transit choice to a broad array of destinations in Boston or across the river in Cambridge.",https://a0.muscache.com/pictures/miso/Hosting-5047340/original/267e5b57-9def-4e4b-9b50-9db7395eff24.jpeg,10250028,https://www.airbnb.com/users/show/10250028,Michelle,2013-11-25,"Boston, MA","Hi we are a young professional couple originally from West Chester, PA now living in Boston. Michelle works at the MIT Sloan School of Management, and Stephen is a professional musician and piano teacher We are friendly, clean and responsible. We love dogs, babies, great music and good food.",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/35a43979-649b-4747-9eb4-8f1f136cc8a6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/35a43979-649b-4747-9eb4-8f1f136cc8a6.jpg?aki_policy=profile_x_medium,Allston-Brighton,2,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Allston,,42.35779,-71.13347,Entire townhouse,Entire home/apt,10,2.5,2.5 baths,4.0,5.0,"[""Cooking basics"", ""Coffee maker: pour-over coffee"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Free washer \u2013 In unit"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Kitchen"", ""Shampoo"", ""Paid parking on premises"", ""Hair dryer"", ""Paid parking off premises"", ""Conditioner"", ""Toaster"", ""Oven"", ""Outdoor dining area"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Ceiling fan"", ""Central air conditioning"", ""Dining table"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Free parking on premises"", ""Garden view"", ""Private entrance"", ""High chair"", ""Wine glasses"", ""Free street parking"", ""Carbon monoxide alarm"", ""Coffee"", ""Shower gel"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Courtyard view"", ""Dove body soap"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Laundromat nearby"", ""Outdoor furniture"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Freezer"", ""Ethernet connection"", ""Hot water"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Clothing storage: walk-in closet and closet"", ""TV"", ""Fast wifi \u2013 86 Mbps"", ""Heating"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Pets allowed"", ""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Long term stays allowed""]",474.0,2,1125,1.0,2.0,1125.0,1125.0,1.9,1125.0,,t,14,35,48,48,2024-09-18,306,62,4,2016-11-12,2024-09-16,4.91,4.92,4.91,4.97,4.97,4.88,4.82,STR-568839,f,2,2,0,0,3.2
191,5526487,https://www.airbnb.com/rooms/5526487,20240918135519,2024-09-18,city scrape,*Fort Hill Inn: Penthouse Duplex* Close to Center,"Uber Cool,  Sunny,  Open, 3 Bedroom 2 full bath Duplex Apartment!  Accommodates up to 6.  Located just 1.5 miles from the city center,  in a historic brick rowhouse, on a private way,  in the desirable Fort Hill neighborhood.","Peaceful, Architecturally interesting, historic, diverse, and quiet. Racially, culturally, ethnic, and economically diverse.",https://a0.muscache.com/pictures/miso/Hosting-5526487/original/b148c0a8-2942-46ce-9b06-8ac3d26b9820.jpeg,28662210,https://www.airbnb.com/users/show/28662210,Terry,2015-03-03,"Boston, MA",,within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_x_medium,Mission Hill,5,8,"['email', 'phone']",t,t,Neighborhood highlights,Mission Hill,,42.33211,-71.09842,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in""]",315.0,3,29,2.0,3.0,1125.0,1125.0,3.0,1125.0,,t,3,11,37,52,2024-09-18,199,31,1,2015-06-08,2024-08-24,4.88,4.89,4.92,4.96,4.93,4.55,4.83,STR446658,f,5,5,0,0,1.76
192,5526514,https://www.airbnb.com/rooms/5526514,20240918135519,2024-09-18,city scrape,"Fresh! City Loft Apartment,  Minutes to Center!","* WELCOME!  *Super Cool, FULL, PRIVATE, Loft like Studio/Suite in the Quiet Residential Fort hill Neighborhood.   Situated in a Historic Victorian Brick Row House. Circa 1860.   Walk to Museums, Universities,    City center 1.5 miles away,  5 minute subway ride.","Peaceful, Architecturally interesting, historic, diverse, and quiet. Racially, culturally, ethnic, and economically diverse.",https://a0.muscache.com/pictures/39ec494a-988f-4b1a-abfb-9d9961fa78e3.jpg,28662210,https://www.airbnb.com/users/show/28662210,Terry,2015-03-03,"Boston, MA",,within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_x_medium,Mission Hill,5,8,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.3285,-71.09608,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Indoor fireplace"", ""Refrigerator"", ""Bathtub"", ""Fire extinguisher"", ""Washer"", ""Fireplace guards"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Central heating"", ""Keypad"", ""Self check-in"", ""Long term stays allowed""]",179.0,3,60,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,11,40,55,2024-09-18,130,3,0,2015-03-08,2024-08-05,4.79,4.82,4.82,4.88,4.8,4.52,4.79,STR-446656,f,5,5,0,0,1.12
213,6080461,https://www.airbnb.com/rooms/6080461,20240918135519,2024-09-18,city scrape,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,"* WELCOME! * Cozy 2 room  Studio/Suite Located In The Quiet Residential Fort hill Neighborhood,  nestled on a private way in a Historic Victorian Brick Row House, Circa 1860. Easy access to City Attractions!","Peaceful, Architecturally interesting, historic, diverse, and quiet. Racially, culturally, ethnic, and economically diverse.",https://a0.muscache.com/pictures/4269b17e-8ff8-48e8-83c8-35ad4c16fcfa.jpg,28662210,https://www.airbnb.com/users/show/28662210,Terry,2015-03-03,"Boston, MA",,within an hour,1.0,0.99,t,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_x_medium,Mission Hill,5,8,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32966,-71.09597,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Dryer"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in"", ""Backyard"", ""Long term stays allowed""]",163.0,3,90,1.0,3.0,1125.0,1125.0,3.0,1125.0,,t,3,15,45,60,2024-09-18,139,19,1,2015-04-27,2024-08-27,4.71,4.81,4.88,4.91,4.81,4.59,4.61,STR-446654,f,5,5,0,0,1.21
444,13173203,https://www.airbnb.com/rooms/13173203,20240918135519,2024-09-18,city scrape,"Walk to MGH-Subway, stay in Boston's Little Italy","Fabulous One bedroom in the North End....Boston's Little Italy. Live in Boston's touristy North End area boasting over 100 restaurants, cafes and shops. Easy walk to the subway, Faneuil Hall Marketplace, Boston Harbor, the Waterfront area and Downtown. <br />Apartment was renovated with granite, stainless steel appliances, breakfast counter, free laundry in building, double pullout couch. Youâ€™ll love my place because of It is in the heart of the city's historical district.   ""BostonsBestRentals.""","Wandering around Bostonâ€™s North End can feel like being transported to Europe. Stroll down Hanover and Salem streets for the finest Italian restaurants, bakeries, cafes, and a few boutique shops. Take part in the big debate as to whether Modern Pastry or Mikeâ€™s serves a better cannoli. Before your food coma sets in, make sure to stop by historic Paul Revereâ€™s home, and follow the Freedom Trail to Old North Church and Coppâ€™s Hill Burying Ground. Take a rest in a cafe on Hanover street and observe the quirky, European character of the North End.",https://a0.muscache.com/pictures/e125882f-f1bf-4c7e-8921-382f9431ac93.jpg,38997,https://www.airbnb.com/users/show/38997,Michelle,2009-09-16,,,within a few hours,0.89,0.55,f,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_x_medium,Back Bay,22,29,"['email', 'phone']",t,t,Neighborhood highlights,North End,,42.3665,-71.05428,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Self check-in"", ""Extra pillows and blankets""]",126.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,0,12,42,177,2024-09-18,40,0,0,2016-05-29,2023-05-18,4.1,4.53,4.35,4.32,4.66,4.95,4.26,,f,13,13,0,0,0.4
445,13173362,https://www.airbnb.com/rooms/13173362,20240918135519,2024-09-18,city scrape,"BACK BAY 2 blocks subway, 1 street to Newbury St","Stunning Back Bay furnished 1 Bedroom. Classic brownstone on tree lined Commonwealth Ave.  Elevator Bldg, Queen Bedroom, full bath,  includes utilities, A/C, Wi-Fi, TV bedding, towels, utensils, pots/pans, counter work space.  Granite counter tops new kitchen cabinets, laundry in basement.  Walk to Berkley, Northeastern or MIT<br /> <br />Just steps to Newbury St, Prudential Center, Fenway Park, ""T"" Station & hundreds of restaurants, cafes and shops.",,https://a0.muscache.com/pictures/43265b68-556b-4e58-83c2-bca550e72fb6.jpg,38997,https://www.airbnb.com/users/show/38997,Michelle,2009-09-16,,,within a few hours,0.89,0.55,f,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_x_medium,Back Bay,22,29,"['email', 'phone']",t,t,,Back Bay,,42.34777,-71.08493,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Elevator"", ""Dryer"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Window AC unit"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Washer"", ""Clothing storage: closet"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Keypad"", ""Self check-in"", ""Baking sheet"", ""GE stainless steel gas stove"", ""Extra pillows and blankets"", ""Long term stays allowed""]",120.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,20,33,63,338,2024-09-18,4,1,0,2020-03-18,2024-07-28,5.0,5.0,4.75,5.0,5.0,5.0,4.5,,f,13,13,0,0,0.07
446,13188501,https://www.airbnb.com/rooms/13188501,20240918135519,2024-09-18,city scrape,"Beacon Hill Studio, close to Mass Gen & T Station","Chic furnished studio apartment is located on West Cedar Street in Beacon Hill.  Very close (3 min walk) to Mass General Hospital, Mass Eye & Ear, and Mass Transit station. One block to Charles Street with the numerous restaurants, cafes and shops.  Easy walk (1/2 mile) to Fanieul Hall Marketplace, City Hall or the North End Italian neighborhood, and Haymarket farmers market.  Take the ""T"" to Back Bay neighborhood, including Northeastern University, Berklee Univ or into Cambridge Ma.","Visit this historic and ritzy Boston neighborhood to soak up its classic New England charm as you stroll down cobblestoned, gas-lamp lined streets. Bring your walking shoes, camera, and select a nice day to wander through the hilly neighborhood and check out its exclusive addresses. Louisburg Square, Mt. Vernon street, Chestnut street and the extremely narrow and widely photographed Acorn street make a nice walking path. Make sure to meander down Charles street to poke into boutiques and antique shops, cafes, and restaurants on this quaint shopping street. Donâ€™t forget to catch a glimpse up close of the State House with its beautiful and iconic dome.",https://a0.muscache.com/pictures/f44691d7-36b8-4e9d-857f-1513b098c9bb.jpg,38997,https://www.airbnb.com/users/show/38997,Michelle,2009-09-16,,,within a few hours,0.89,0.55,f,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_x_medium,Back Bay,22,29,"['email', 'phone']",t,t,Neighborhood highlights,Beacon Hill,,42.36104,-71.07129,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Dining table"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Housekeeping available from 9:00 AM to 5:00 AM, every day - available at extra cost"", ""Self check-in"", ""Baking sheet"", ""Pets allowed"", ""Long term stays allowed""]",130.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,,0,12,42,317,2024-09-18,15,0,0,2016-07-11,2020-03-14,4.27,4.67,4.53,4.4,4.87,4.93,4.47,,f,13,13,0,0,0.15
